date,open,high,low,close,volume
2024-01-01 00:09:30,42435.55,42424.68,42409.72,42419.31,68.86
2024-01-01 00:09:45,42419.54,42466.49,42446.12,42453.61,194.46
2024-01-01 00:10:00,42453.45,42293.67,42275.16,42290.71,116.09
2024-01-01 00:10:15,42289.66,42295.98,42276.54,42288.48,177.35
2024-01-01 00:10:30,42290.6,42277.54,42268.38,42272.23,98.9
2024-01-01 00:10:45,42272.46,42300.18,42286.67,42297.74,115.12
2024-01-01 00:11:00,42298.46,42409.06,42390.38,42394.44,160.09
2024-01-01 00:11:15,42399.73,42458.57,42448.99,42458.21,107.85
2024-01-01 00:11:30,42460.03,42519.32,42503.69,42508.07,130.54
2024-01-01 00:11:45,42507.92,42703.42,42685.77,42694.31,103.19
2024-01-01 00:12:00,42695.63,42706.47,42690.43,42702.84,126.13
2024-01-01 00:12:15,42704.79,42661.39,42659.48,42659.86,131.71
2024-01-01 00:12:30,42660.09,42577.14,42562.63,42569.25,110.15
2024-01-01 00:12:45,42569.81,42613.19,42597.2,42609.59,154.84
2024-01-01 00:13:00,42609.76,42560.16,42540.13,42542.86,65.43
2024-01-01 00:13:15,42543.09,42528.36,42511.56,42515.48,130.87
2024-01-01 00:13:30,42517.77,42556.94,42525.75,42534.84,67.36
2024-01-01 00:13:45,42532.01,42658.08,42630.8,42646.07,117.13
2024-01-01 00:14:00,42645.36,42669.95,42652.92,42668.26,156.47
2024-01-01 00:14:15,42669.04,42742.35,42719.37,42735.0,84.96
2024-01-01 00:14:30,42735.91,42756.82,42743.92,42756.43,96.66
2024-01-01 00:14:45,42756.26,42789.73,42773.71,42786.08,110.06
2024-01-01 00:15:00,42786.68,42822.92,42801.93,42811.19,79.75
2024-01-01 00:15:15,42814.12,42750.86,42742.89,42750.05,173.02
2024-01-01 00:15:30,42748.53,42663.57,42636.87,42648.22,73.39
2024-01-01 00:15:45,42650.91,42713.56,42702.77,42704.24,69.45
2024-01-01 00:16:00,42706.89,42792.45,42779.72,42786.55,134.91
2024-01-01 00:16:15,42788.6,42839.28,42817.91,42821.9,145.1
2024-01-01 00:16:30,42819.91,42749.28,42744.2,42745.75,149.8
2024-01-01 00:16:45,42746.19,42686.25,42662.28,42676.03,94.73
2024-01-01 00:17:00,42679.68,42683.35,42673.03,42677.17,113.24
2024-01-01 00:17:15,42678.69,42810.34,42793.98,42801.26,105.25
2024-01-01 00:17:30,42804.57,42713.84,42701.91,42709.62,110.86
2024-01-01 00:17:45,42708.68,42757.61,42745.07,42750.87,82.59
2024-01-01 00:18:00,42754.85,42816.2,42781.01,42791.36,81.77
2024-01-01 00:18:15,42792.93,42790.51,42784.29,42785.16,66.66
2024-01-01 00:18:30,42781.35,42759.84,42740.42,42746.98,73.26
2024-01-01 00:18:45,42744.48,42821.0,42809.14,42820.23,96.23
2024-01-01 00:19:00,42823.1,42763.24,42732.59,42744.56,145.47
2024-01-01 00:19:15,42747.35,42777.11,42752.65,42757.74,89.19
2024-01-01 00:19:30,42753.69,42789.97,42784.83,42788.37,122.57
2024-01-01 00:19:45,42790.5,42841.74,42832.48,42836.39,66.14
2024-01-01 00:20:00,42835.26,42881.02,42876.71,42880.55,106.47
2024-01-01 00:20:15,42880.16,42925.38,42916.94,42924.65,72.24
2024-01-01 00:20:30,42922.93,42978.66,42970.69,42973.69,112.11
2024-01-01 00:20:45,42971.76,43072.54,43070.55,43071.32,116.02
2024-01-01 00:21:00,43073.63,43015.87,43002.25,43004.79,111.58
2024-01-01 00:21:15,43001.76,42989.93,42977.06,42984.45,86.28
2024-01-01 00:21:30,42987.19,43044.7,43037.87,43043.49,137.35
2024-01-01 00:21:45,43045.65,42911.09,42897.27,42904.69,82.72
2024-01-01 00:22:00,42904.3,42929.16,42900.72,42910.24,112.56
2024-01-01 00:22:15,42909.51,42829.03,42815.56,42817.79,97.46
2024-01-01 00:22:30,42815.23,42828.7,42820.83,42821.73,70.82
2024-01-01 00:22:45,42821.25,42782.77,42758.44,42765.96,133.5
2024-01-01 00:23:00,42766.66,42619.53,42585.13,42592.78,185.52
2024-01-01 00:23:15,42593.91,42612.87,42605.82,42608.71,218.17
2024-01-01 00:23:30,42607.17,42657.21,42644.59,42651.78,90.89
2024-01-01 00:23:45,42651.8,42741.22,42724.31,42725.67,110.17
2024-01-01 00:24:00,42723.57,42889.01,42873.61,42876.57,109.75
2024-01-01 00:24:15,42875.1,42917.71,42901.43,42911.34,156.06
2024-01-01 00:24:30,42911.52,43094.69,43089.89,43093.51,93.86
2024-01-01 00:24:45,43094.2,43186.04,43178.83,43182.54,132.15
2024-01-01 00:25:00,43184.6,43237.4,43216.84,43220.91,127.04
2024-01-01 00:25:15,43220.64,43289.86,43282.03,43287.91,95.22
2024-01-01 00:25:30,43286.68,43275.52,43260.44,43266.09,123.62
2024-01-01 00:25:45,43264.22,43158.2,43155.71,43158.16,165.84
2024-01-01 00:26:00,43156.39,43286.01,43268.87,43282.61,180.18
2024-01-01 00:26:15,43279.79,43159.08,43150.93,43158.36,77.08
2024-01-01 00:26:30,43161.23,43177.81,43166.83,43175.58,113.39
2024-01-01 00:26:45,43174.96,43129.36,43115.86,43123.8,89.33
2024-01-01 00:27:00,43126.32,43264.92,43259.97,43260.63,139.71
2024-01-01 00:27:15,43258.76,43161.07,43149.91,43153.58,86.56
2024-01-01 00:27:30,43156.37,43193.38,43169.75,43177.88,76.21
2024-01-01 00:27:45,43176.11,43133.54,43119.32,43124.15,155.37
2024-01-01 00:28:00,43123.87,43079.54,43054.95,43073.37,88.62
2024-01-01 00:28:15,43074.61,43147.88,43143.6,43146.61,123.02
2024-01-01 00:28:30,43146.61,43219.61,43215.15,43216.8,71.11
2024-01-01 00:28:45,43217.55,43274.64,43264.93,43271.27,99.98
2024-01-01 00:29:00,43272.8,43274.62,43267.46,43269.51,97.78
2024-01-01 00:29:15,43267.46,43292.07,43278.16,43279.71,88.25
2024-01-01 00:29:30,43281.15,43261.67,43252.35,43260.92,108.95
2024-01-01 00:29:45,43261.36,43366.86,43355.62,43356.04,99.02
2024-01-01 00:30:00,43352.64,43478.58,43464.44,43469.29,85.8
2024-01-01 00:30:15,43469.33,43472.71,43463.78,43471.16,104.74
2024-01-01 00:30:30,43471.25,43504.27,43498.92,43499.4,73.32
2024-01-01 00:30:45,43503.48,43492.88,43470.46,43488.13,119.45
2024-01-01 00:31:00,43488.03,43409.54,43394.94,43400.68,87.29
2024-01-01 00:31:15,43398.89,43295.55,43288.1,43295.34,117.33
2024-01-01 00:31:30,43293.48,43310.01,43287.33,43294.33,165.71
2024-01-01 00:31:45,43297.78,43228.25,43213.25,43216.69,147.87
2024-01-01 00:32:00,43216.81,43158.52,43130.99,43145.4,124.85
2024-01-01 00:32:15,43146.31,43119.4,43113.57,43117.72,172.95
2024-01-01 00:32:30,43119.0,43141.41,43130.67,43138.9,127.39
2024-01-01 00:32:45,43140.95,43102.3,43087.78,43095.21,89.74
2024-01-01 00:33:00,43095.74,42974.01,42966.49,42970.46,159.47
2024-01-01 00:33:15,42973.33,42855.28,42845.59,42849.55,148.49
2024-01-01 00:33:30,42848.45,42796.53,42779.83,42788.04,81.23
2024-01-01 00:33:45,42785.52,42772.73,42761.36,42769.83,68.63
2024-01-01 00:34:00,42768.14,42783.78,42757.52,42768.26,103.82
2024-01-01 00:34:15,42768.36,42692.4,42676.92,42682.57,59.61
2024-01-01 00:34:30,42686.66,42710.33,42708.96,42710.17,110.49
2024-01-01 00:34:45,42710.54,42654.66,42637.61,42639.57,129.86
2024-01-01 00:35:00,42638.18,42721.0,42693.9,42698.48,123.25
2024-01-01 00:35:15,42697.75,42679.86,42658.55,42664.28,139.64
2024-01-01 00:35:30,42662.14,42698.77,42676.9,42683.46,104.23
2024-01-01 00:35:45,42682.46,42687.16,42672.78,42684.59,113.1
2024-01-01 00:36:00,42683.75,42821.87,42806.62,42808.54,136.0
2024-01-01 00:36:15,42808.14,42893.56,42887.83,42890.73,105.0
2024-01-01 00:36:30,42892.86,43082.1,43073.69,43078.63,128.79
2024-01-01 00:36:45,43077.51,43020.01,42989.7,43009.05,86.44
2024-01-01 00:37:00,43005.6,42946.0,42934.95,42943.82,131.13
2024-01-01 00:37:15,42941.29,42961.89,42952.02,42956.8,62.32
2024-01-01 00:37:30,42955.47,43040.59,43033.07,43038.51,80.83
2024-01-01 00:37:45,43036.37,42999.66,42988.43,42988.92,67.34
2024-01-01 00:38:00,42990.56,42881.37,42872.09,42875.47,112.82
2024-01-01 00:38:15,42878.43,43033.75,43024.71,43032.58,158.13
2024-01-01 00:38:30,43033.45,43141.89,43133.63,43134.16,51.59
2024-01-01 00:38:45,43132.91,43095.49,43077.17,43093.75,77.78
2024-01-01 00:39:00,43091.76,43085.17,43076.52,43083.94,109.26
2024-01-01 00:39:15,43081.47,43197.79,43188.3,43190.67,92.18
2024-01-01 00:39:30,43190.22,43193.96,43185.51,43191.19,76.58
2024-01-01 00:39:45,43193.61,43202.0,43179.65,43195.31,181.72
2024-01-01 00:40:00,43198.09,43108.5,43094.25,43103.14,95.9
2024-01-01 00:40:15,43102.95,43098.05,43082.65,43090.94,64.54
2024-01-01 00:40:30,43091.85,42973.31,42947.76,42958.79,58.55
2024-01-01 00:40:45,42955.37,43086.25,43057.87,43068.64,124.03
2024-01-01 00:41:00,43070.0,43172.37,43168.95,43170.29,87.81
2024-01-01 00:41:15,43170.47,43176.65,43160.56,43176.18,54.27
2024-01-01 00:41:30,43176.82,43243.27,43219.32,43231.98,136.41
2024-01-01 00:41:45,43235.0,43366.55,43335.02,43350.39,112.8
2024-01-01 00:42:00,43351.17,43451.92,43439.83,43442.23,91.74
2024-01-01 00:42:15,43439.9,43304.57,43282.54,43289.49,132.57
2024-01-01 00:42:30,43293.03,43435.2,43418.61,43419.63,129.82
2024-01-01 00:42:45,43416.37,43426.41,43418.84,43426.14,131.03
2024-01-01 00:43:00,43421.38,43278.51,43272.86,43278.27,145.08
2024-01-01 00:43:15,43278.91,43290.72,43261.92,43273.53,73.55
2024-01-01 00:43:30,43272.46,43161.76,43159.38,43160.71,99.57
2024-01-01 00:43:45,43159.78,43236.73,43210.24,43218.59,126.39
2024-01-01 00:44:00,43214.7,43269.21,43247.75,43250.35,54.85
2024-01-01 00:44:15,43250.51,43190.88,43152.64,43169.12,69.5
2024-01-01 00:44:30,43164.9,43090.89,43078.51,43084.09,157.65
2024-01-01 00:44:45,43082.85,43131.31,43123.92,43127.6,145.82
2024-01-01 00:45:00,43126.63,43119.22,43100.46,43118.44,114.7
2024-01-01 00:45:15,43120.68,43039.84,43025.51,43029.24,157.53
2024-01-01 00:45:30,43031.9,42984.92,42965.28,42969.1,129.38
2024-01-01 00:45:45,42968.6,42991.12,42974.55,42987.57,72.49
2024-01-01 00:46:00,42985.38,43049.52,43030.88,43040.45,148.55
2024-01-01 00:46:15,43040.1,43115.91,43093.28,43105.73,123.5
2024-01-01 00:46:30,43105.44,42987.64,42970.05,42975.18,149.65
2024-01-01 00:46:45,42977.64,43101.08,43076.12,43092.74,76.48
2024-01-01 00:47:00,43092.71,43150.47,43141.29,43142.51,79.67
2024-01-01 00:47:15,43142.94,43173.34,43169.33,43169.45,78.61
2024-01-01 00:47:30,43170.49,43037.23,43023.88,43030.83,101.85
2024-01-01 00:47:45,43026.62,43055.82,43043.07,43048.42,109.24
2024-01-01 00:48:00,43050.9,43009.45,42984.47,42992.83,86.5
2024-01-01 00:48:15,42992.83,42900.99,42898.34,42899.91,94.96
2024-01-01 00:48:30,42898.24,42909.91,42898.76,42899.31,119.37
2024-01-01 00:48:45,42902.27,43026.63,43009.78,43026.37,130.43
2024-01-01 00:49:00,43023.73,42941.13,42934.3,42937.19,108.01
2024-01-01 00:49:15,42937.0,42926.78,42905.95,42920.93,103.38
2024-01-01 00:49:30,42921.24,42811.16,42791.04,42800.96,90.87
2024-01-01 00:49:45,42797.42,42850.35,42841.2,42849.23,148.01
2024-01-01 00:50:00,42852.11,42801.63,42797.35,42798.55,83.81
2024-01-01 00:50:15,42799.69,42736.12,42715.92,42724.68,93.75
2024-01-01 00:50:30,42725.05,42755.34,42739.51,42747.87,101.83
2024-01-01 00:50:45,42746.74,42755.79,42731.82,42743.66,132.18
2024-01-01 00:51:00,42743.47,42698.07,42681.83,42694.44,106.95
2024-01-01 00:51:15,42696.03,42771.73,42748.61,42759.03,74.23
2024-01-01 00:51:30,42755.8,42623.05,42603.16,42616.35,117.12
2024-01-01 00:51:45,42616.67,42669.18,42658.18,42662.75,88.99
2024-01-01 00:52:00,42663.13,42532.03,42519.79,42523.96,117.83
2024-01-01 00:52:15,42521.81,42528.29,42521.32,42528.14,90.85
2024-01-01 00:52:30,42527.31,42529.28,42522.5,42522.61,101.1
2024-01-01 00:52:45,42519.66,42420.49,42404.73,42419.7,105.65
2024-01-01 00:53:00,42417.97,42514.58,42501.06,42505.16,133.58
2024-01-01 00:53:15,42506.29,42468.73,42449.58,42456.21,196.18
2024-01-01 00:53:30,42458.84,42261.66,42239.68,42246.43,113.42
2024-01-01 00:53:45,42244.83,42181.75,42164.67,42179.18,109.59
2024-01-01 00:54:00,42183.62,42227.02,42203.09,42210.58,122.56
2024-01-01 00:54:15,42209.09,42171.22,42150.06,42159.69,116.67
2024-01-01 00:54:30,42162.73,42262.42,42248.38,42258.24,95.68
2024-01-01 00:54:45,42258.32,42281.67,42277.61,42279.84,246.96
2024-01-01 00:55:00,42280.18,42318.42,42300.2,42313.28,80.21
2024-01-01 00:55:15,42310.98,42281.2,42272.51,42277.75,93.17
2024-01-01 00:55:30,42277.66,42381.89,42372.81,42379.41,122.31
2024-01-01 00:55:45,42380.17,42345.9,42343.59,42344.92,85.11
2024-01-01 00:56:00,42342.38,42359.0,42337.8,42346.57,145.45
2024-01-01 00:56:15,42345.12,42503.4,42483.31,42488.64,159.55
2024-01-01 00:56:30,42489.74,42512.35,42508.5,42508.76,148.95
2024-01-01 00:56:45,42509.85,42579.25,42569.14,42574.39,66.84
2024-01-01 00:57:00,42575.82,42617.94,42600.18,42603.31,114.1
2024-01-01 00:57:15,42606.69,42568.85,42563.44,42568.02,175.01
2024-01-01 00:57:30,42565.87,42529.92,42523.19,42529.01,118.74
2024-01-01 00:57:45,42527.98,42467.25,42446.58,42456.82,126.18
2024-01-01 00:58:00,42457.87,42510.07,42495.45,42497.59,140.57
2024-01-01 00:58:15,42499.44,42533.61,42521.35,42526.04,140.55
2024-01-01 00:58:30,42527.32,42505.83,42502.03,42503.19,119.3
2024-01-01 00:58:45,42505.69,42435.89,42416.44,42420.08,148.08
2024-01-01 00:59:00,42419.24,42497.16,42492.7,42493.96,105.13
2024-01-01 00:59:15,42495.88,42615.47,42605.99,42609.27,96.99
2024-01-01 00:59:30,42609.7,42466.99,42452.54,42457.79,99.55
2024-01-01 00:59:45,42458.87,42585.76,42567.6,42584.93,122.87
2024-01-01 01:00:00,42584.59,42805.42,42771.38,42793.33,107.18
2024-01-01 01:00:15,42792.86,42811.83,42791.4,42804.49,124.8
2024-01-01 01:00:30,42804.64,42847.03,42838.92,42845.77,148.7
2024-01-01 01:00:45,42842.38,42869.37,42849.0,42865.06,88.41
2024-01-01 01:01:00,42867.5,43009.31,42996.66,43001.74,73.72
2024-01-01 01:01:15,42999.07,42970.83,42950.95,42957.88,100.53
2024-01-01 01:01:30,42956.59,42975.65,42956.65,42962.77,85.81
2024-01-01 01:01:45,42963.73,43066.79,43053.05,43056.89,114.93
2024-01-01 01:02:00,43061.13,42970.78,42965.55,42969.84,255.58
2024-01-01 01:02:15,42969.92,42835.29,42818.54,42827.72,58.93
2024-01-01 01:02:30,42826.44,42799.48,42781.88,42799.06,142.7
2024-01-01 01:02:45,42799.44,42954.65,42934.63,42942.03,129.73
2024-01-01 01:03:00,42944.44,42716.74,42703.67,42710.52,100.63
2024-01-01 01:03:15,42713.91,42707.47,42693.32,42705.98,107.98
2024-01-01 01:03:30,42707.13,42687.66,42674.29,42683.12,119.97
2024-01-01 01:03:45,42684.93,42595.38,42580.67,42588.77,116.54
2024-01-01 01:04:00,42590.01,42599.79,42589.89,42590.06,114.71
2024-01-01 01:04:15,42591.78,42592.76,42580.43,42588.11,77.66
2024-01-01 01:04:30,42588.9,42588.29,42582.31,42585.43,122.97
2024-01-01 01:04:45,42583.79,42552.5,42533.09,42539.26,98.27
2024-01-01 01:05:00,42539.38,42330.68,42304.23,42313.82,121.52
2024-01-01 01:05:15,42314.9,42412.71,42401.91,42406.3,110.28
2024-01-01 01:05:30,42407.43,42287.92,42279.9,42287.04,191.79
2024-01-01 01:05:45,42286.78,42222.55,42215.87,42221.36,118.72
2024-01-01 01:06:00,42220.0,42303.66,42296.73,42300.48,132.76
2024-01-01 01:06:15,42300.49,42412.02,42395.72,42408.17,83.65
2024-01-01 01:06:30,42403.67,42363.89,42357.27,42363.79,104.51
2024-01-01 01:06:45,42363.03,42411.02,42403.37,42405.37,73.19
2024-01-01 01:07:00,42406.79,42465.88,42455.38,42465.77,108.94
2024-01-01 01:07:15,42465.05,42516.33,42487.01,42503.62,130.27
2024-01-01 01:07:30,42501.59,42563.87,42547.56,42554.15,91.91
2024-01-01 01:07:45,42556.62,42546.93,42527.53,42527.92,103.59
2024-01-01 01:08:00,42527.24,42560.68,42551.09,42555.77,49.83
2024-01-01 01:08:15,42553.11,42460.78,42445.73,42449.4,125.39
2024-01-01 01:08:30,42450.4,42391.41,42378.6,42389.71,123.58
2024-01-01 01:08:45,42391.14,42272.1,42263.91,42270.42,113.37
2024-01-01 01:09:00,42268.02,42102.55,42088.98,42094.52,165.63
2024-01-01 01:09:15,42095.32,42254.18,42227.7,42237.46,114.61
2024-01-01 01:09:30,42241.57,42236.86,42226.07,42234.4,73.95
2024-01-01 01:09:45,42234.16,42334.9,42326.05,42327.71,133.06
2024-01-01 01:10:00,42327.22,42359.59,42337.04,42353.88,98.2
2024-01-01 01:10:15,42353.14,42211.2,42206.95,42209.13,78.64
2024-01-01 01:10:30,42212.08,42223.15,42198.94,42210.81,70.18
2024-01-01 01:10:45,42209.8,42243.68,42236.69,42240.27,78.42
2024-01-01 01:11:00,42238.32,42278.61,42254.83,42256.93,106.53
2024-01-01 01:11:15,42257.45,42180.8,42173.17,42174.36,148.34
2024-01-01 01:11:30,42173.01,42204.13,42194.58,42196.08,81.44
2024-01-01 01:11:45,42193.84,42293.94,42278.37,42279.13,106.48
2024-01-01 01:12:00,42277.69,42133.77,42121.75,42123.58,137.81
2024-01-01 01:12:15,42122.23,42032.18,42014.43,42015.9,115.74
2024-01-01 01:12:30,42015.61,42044.25,42027.38,42031.72,54.83
2024-01-01 01:12:45,42033.73,41968.78,41961.82,41968.34,159.71
2024-01-01 01:13:00,41968.09,41892.2,41883.17,41886.55,135.74
2024-01-01 01:13:15,41885.74,41977.14,41970.53,41974.94,89.53
2024-01-01 01:13:30,41976.5,41912.3,41900.38,41903.0,102.23
2024-01-01 01:13:45,41901.11,41968.56,41952.89,41961.81,142.27
2024-01-01 01:14:00,41959.88,42177.38,42174.71,42176.79,160.2
2024-01-01 01:14:15,42175.84,42184.54,42163.68,42168.8,152.86
2024-01-01 01:14:30,42171.49,42169.01,42162.33,42165.98,95.35
2024-01-01 01:14:45,42167.1,42327.65,42312.75,42315.44,94.81
2024-01-01 01:15:00,42321.77,42384.95,42356.63,42369.08,91.55
2024-01-01 01:15:15,42367.34,42456.97,42440.18,42451.62,69.52
2024-01-01 01:15:30,42448.27,42456.5,42445.4,42445.42,64.59
2024-01-01 01:15:45,42446.18,42500.0,42492.99,42498.24,95.78
2024-01-01 01:16:00,42497.07,42547.52,42539.31,42545.94,130.84
2024-01-01 01:16:15,42543.66,42641.62,42631.04,42638.04,67.58
2024-01-01 01:16:30,42635.92,42685.39,42659.66,42674.8,133.76
2024-01-01 01:16:45,42673.32,42692.72,42689.34,42692.65,99.8
2024-01-01 01:17:00,42693.64,42600.73,42590.97,42600.47,100.59
2024-01-01 01:17:15,42597.45,42692.86,42690.06,42690.33,163.84
2024-01-01 01:17:30,42691.57,42692.97,42689.74,42692.88,70.77
2024-01-01 01:17:45,42695.32,42708.99,42690.79,42695.55,109.0
2024-01-01 01:18:00,42694.78,42665.45,42647.77,42658.57,85.57
2024-01-01 01:18:15,42660.77,42641.09,42628.11,42632.32,85.85
2024-01-01 01:18:30,42632.38,42626.16,42605.19,42616.52,140.2
2024-01-01 01:18:45,42619.03,42579.72,42560.4,42579.17,99.77
2024-01-01 01:19:00,42576.75,42602.22,42601.84,42602.04,89.11
2024-01-01 01:19:15,42600.31,42682.74,42675.99,42677.97,104.31
2024-01-01 01:19:30,42681.11,42688.25,42684.48,42685.13,139.56
2024-01-01 01:19:45,42684.48,42787.43,42775.78,42776.22,91.22
2024-01-01 01:20:00,42775.24,42750.5,42727.6,42732.1,177.81
2024-01-01 01:20:15,42733.72,42860.98,42848.88,42852.68,106.02
2024-01-01 01:20:30,42847.47,42816.11,42807.73,42814.63,67.72
2024-01-01 01:20:45,42814.96,42948.7,42935.62,42939.22,158.62
2024-01-01 01:21:00,42942.85,42834.2,42808.59,42823.89,115.07
2024-01-01 01:21:15,42824.31,42751.21,42739.92,42745.34,192.12
2024-01-01 01:21:30,42749.39,42743.32,42728.99,42742.51,89.4
2024-01-01 01:21:45,42742.2,42775.1,42757.32,42762.67,136.81
2024-01-01 01:22:00,42761.53,42853.29,42844.5,42846.99,103.57
2024-01-01 01:22:15,42843.66,42833.48,42824.16,42828.79,86.64
2024-01-01 01:22:30,42825.79,42846.29,42838.16,42843.18,126.12
2024-01-01 01:22:45,42845.57,42895.18,42883.38,42885.51,72.43
2024-01-01 01:23:00,42883.42,42834.27,42830.61,42832.2,73.38
2024-01-01 01:23:15,42831.76,42790.81,42777.82,42784.76,92.81
2024-01-01 01:23:30,42781.49,42910.08,42899.51,42906.45,106.3
2024-01-01 01:23:45,42903.08,42865.75,42848.3,42857.61,64.33
2024-01-01 01:24:00,42858.44,42879.59,42871.77,42875.14,74.34
2024-01-01 01:24:15,42874.21,42755.17,42743.26,42745.3,150.23
2024-01-01 01:24:30,42746.61,42702.54,42677.19,42693.05,60.28
2024-01-01 01:24:45,42692.45,42672.42,42654.38,42660.09,124.31
2024-01-01 01:25:00,42656.86,42725.08,42705.16,42716.42,95.69
2024-01-01 01:25:15,42710.1,42895.41,42880.72,42888.29,272.33
2024-01-01 01:25:30,42887.58,42888.36,42883.21,42885.59,190.19
2024-01-01 01:25:45,42886.61,43050.75,43021.51,43039.66,154.93
2024-01-01 01:26:00,43041.62,43047.38,43036.11,43038.38,110.43
2024-01-01 01:26:15,43040.89,43141.73,43134.13,43140.82,157.65
2024-01-01 01:26:30,43140.84,43208.8,43197.27,43199.8,149.68
2024-01-01 01:26:45,43200.48,43367.62,43351.75,43359.49,144.25
2024-01-01 01:27:00,43361.05,43436.64,43422.94,43430.79,95.36
2024-01-01 01:27:15,43435.05,43486.79,43469.9,43474.99,112.93
2024-01-01 01:27:30,43474.89,43466.18,43450.48,43460.61,98.3
2024-01-01 01:27:45,43461.48,43481.21,43469.68,43473.5,92.82
2024-01-01 01:28:00,43472.16,43476.26,43458.3,43476.15,71.55
2024-01-01 01:28:15,43470.62,43597.53,43585.29,43587.46,97.34
2024-01-01 01:28:30,43587.34,43477.48,43468.56,43469.06,125.94
2024-01-01 01:28:45,43468.29,43539.44,43524.14,43534.08,88.08
2024-01-01 01:29:00,43535.73,43563.37,43541.49,43555.94,106.81
2024-01-01 01:29:15,43556.24,43697.43,43690.31,43693.5,122.08
2024-01-01 01:29:30,43697.39,43664.33,43648.95,43654.64,128.35
2024-01-01 01:29:45,43654.81,43681.0,43668.72,43671.73,119.39
2024-01-01 01:30:00,43672.77,43786.82,43774.92,43776.26,138.43
2024-01-01 01:30:15,43779.06,43651.21,43641.29,43643.05,75.4
2024-01-01 01:30:30,43644.04,43604.26,43590.22,43594.41,98.49
2024-01-01 01:30:45,43592.45,43631.31,43623.71,43627.45,102.62
2024-01-01 01:31:00,43628.28,43777.82,43754.29,43764.2,170.39
2024-01-01 01:31:15,43764.47,43760.0,43758.27,43758.59,81.61
2024-01-01 01:31:30,43757.66,43642.87,43623.43,43632.02,87.73
2024-01-01 01:31:45,43632.88,43452.01,43434.16,43440.29,145.46
2024-01-01 01:32:00,43439.91,43472.38,43455.7,43461.62,171.0
2024-01-01 01:32:15,43462.1,43423.55,43404.58,43412.74,108.44
2024-01-01 01:32:30,43413.55,43476.45,43467.95,43469.35,143.5
2024-01-01 01:32:45,43467.71,43462.1,43454.97,43460.88,81.95
2024-01-01 01:33:00,43461.25,43464.73,43456.02,43457.07,81.61
2024-01-01 01:33:15,43456.42,43481.93,43475.88,43478.37,79.17
2024-01-01 01:33:30,43477.64,43377.07,43364.17,43369.7,103.46
2024-01-01 01:33:45,43370.34,43508.73,43487.04,43495.08,199.99
2024-01-01 01:34:00,43495.8,43526.06,43520.91,43525.05,119.11
